Date Code , Temp C , RH% , HP3478, HP3457, HP3456
42950.689474	 2.47451782226563E+0001	 4.71435546875000E+0001	+20.1225E+0	 1.00000584000000E+0001	+10.00003E+0
42950.689584	 2.47653198242188E+0001	 4.71435546875000E+0001	+20.1224E+0	 1.00000574000001E+0001	+10.00003E+0
42950.689679	 2.47653198242188E+0001	 4.71435546875000E+0001	+20.1224E+0	 1.00000455000000E+0001	+10.00003E+0
42950.689770	 2.48056030273438E+0001	 4.72473144531250E+0001	+20.1224E+0	 1.00000580250000E+0001	+10.00003E+0
42950.689866	 2.47653198242188E+0001	 4.77416992187500E+0001	+20.1221E+0	 1.00000727500000E+0001	+10.00003E+0
42950.689961	 2.48056030273438E+0001	 4.76440429687500E+0001	+20.1223E+0	 1.00000574000001E+0001	+10.00004E+0
42950.690052	 2.48760986328125E+0001	 4.73449707031250E+0001	+20.1223E+0	 1.00000633000001E+0001	+10.00003E+0
42950.690148	 2.49868774414063E+0001	 4.72229003906250E+0001	+20.1226E+0	 1.00000562499998E+0001	+10.00003E+0
42950.690239	 2.50674438476563E+0001	 4.70214843750000E+0001	+20.1224E+0	 1.00000725000000E+0001	+10.00003E+0
42950.690334	 2.51379394531250E+0001	 4.68261718750000E+0001	+20.1226E+0	 1.00000623750002E+0001	+10.00003E+0
42950.690430	 2.52084350585938E+0001	 4.67041015625000E+0001	+20.1225E+0	 1.00000708625000E+0001	+10.00004E+0
42950.690521	 2.52890014648438E+0001	 4.68994140625000E+0001	+20.1221E+0	 1.00000581500000E+0001	+10.00003E+0
42950.690616	 2.53695678710938E+0001	 4.70031738281250E+0001	+20.1220E+0	 1.00000471499999E+0001	+10.00003E+0
42950.690708	 2.54299926757813E+0001	 4.73754882812500E+0001	+20.1217E+0	 1.00000548000001E+0001	+10.00003E+0
42950.690803	 2.55105590820313E+0001	 4.75708007812500E+0001	+20.1220E+0	 1.00000626250000E+0001	+10.00003E+0
42950.690898	 2.55609130859375E+0001	 4.77722167968750E+0001	+20.1220E+0	 1.00000628750000E+0001	+10.00003E+0
42950.690990	 2.56314086914063E+0001	 4.77478027343750E+0001	+20.1220E+0	 1.00000560000000E+0001	+10.00003E+0
42950.691085	 2.57019042968750E+0001	 4.77478027343750E+0001	+20.1219E+0	 1.00000645500001E+0001	+10.00003E+0
42950.691176	 2.57421875000000E+0001	 4.76501464843750E+0001	+20.1222E+0	 1.00000702875000E+0001	+10.00003E+0
42950.691272	 2.58126831054688E+0001	 4.77478027343750E+0001	+20.1223E+0	 1.00000690875000E+0001	+10.00003E+0
42950.691367	 2.57623291015625E+0001	 4.61608886718750E+0001	+20.1224E+0	 1.00000617500000E+0001	+10.00003E+0
42950.691458	 2.56716918945313E+0001	 4.54650878906250E+0001	+20.1222E+0	 1.00000635499999E+0001	+10.00003E+0
42950.691554	 2.57019042968750E+0001	 4.55627441406250E+0001	+20.1222E+0	 1.00000617500000E+0001	+10.00003E+0
42950.691645	 2.57321166992188E+0001	 4.55627441406250E+0001	+20.1221E+0	 1.00000628750000E+0001	+10.00003E+0
42950.691740	 2.57824707031250E+0001	 4.54650878906250E+0001	+20.1222E+0	 1.00000637999999E+0001	+10.00003E+0
42950.691836	 2.58126831054688E+0001	 4.54650878906250E+0001	+20.1223E+0	 1.00000610500000E+0001	+10.00003E+0
42950.691927	 2.58328247070313E+0001	 4.52697753906250E+0001	+20.1224E+0	 1.00000605812500E+0001	+10.00003E+0
42950.692022	 2.58630371093750E+0001	 4.51477050781250E+0001	+20.1223E+0	 1.00000603968750E+0001	+10.00003E+0
42950.692114	 2.59234619140625E+0001	 4.49462890625000E+0001	+20.1222E+0	 1.00000743000001E+0001	+10.00004E+0
42950.692209	 2.59939575195313E+0001	 4.50500488281250E+0001	+20.1223E+0	 1.00000627500000E+0001	+10.00004E+0
42950.692304	 2.60140991210938E+0001	 4.51477050781250E+0001	+20.1226E+0	 1.00000530000000E+0001	+10.00003E+0
42950.692396	 2.60443115234375E+0001	 4.50500488281250E+0001	+20.1226E+0	 1.00000578999999E+0001	+10.00003E+0
42950.692491	 2.60845947265625E+0001	 4.48486328125000E+0001	+20.1227E+0	 1.00000606750000E+0001	+10.00003E+0
42950.692582	 2.61752319335938E+0001	 4.48303222656250E+0001	+20.1227E+0	 1.00000633000001E+0001	+10.00003E+0
42950.692678	 2.61550903320313E+0001	 4.47265625000000E+0001	+20.1227E+0	 1.00000703968750E+0001	+10.00004E+0
42950.692773	 2.61349487304688E+0001	 4.45312500000000E+0001	+20.1225E+0	 1.00000585875000E+0001	+10.00004E+0
42950.692864	 2.61752319335938E+0001	 4.43298339843750E+0001	+20.1224E+0	 1.00000510500000E+0001	+10.00003E+0
42950.692960	 2.62255859375000E+0001	 4.41345214843750E+0001	+20.1223E+0	 1.00000650000000E+0001	+10.00003E+0
42950.693051	 2.62255859375000E+0001	 4.40368652343750E+0001	+20.1224E+0	 1.00000660000000E+0001	+10.00003E+0
42950.693146	 2.62255859375000E+0001	 4.40368652343750E+0001	+20.1224E+0	 1.00000589625000E+0001	+10.00003E+0
42950.693238	 2.62155151367188E+0001	 4.40368652343750E+0001	+20.1224E+0	 1.00000545500001E+0001	+10.00004E+0
42950.693333	 2.62255859375000E+0001	 4.40368652343750E+0001	+20.1224E+0	 1.00000477749999E+0001	+10.00003E+0
42950.693428	 2.62658691406250E+0001	 4.40368652343750E+0001	+20.1222E+0	 1.00000550000000E+0001	+10.00003E+0
